filepath	target
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image545.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image546.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image547.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image548.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image549.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image550.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image551.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image552.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image553.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image554.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image555.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image556.jpg	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image557.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image558.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image559.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image560.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image561.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image562.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image563.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image564.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image565.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image566.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image567.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image568.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image569.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image570.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image571.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image572.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image573.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image574.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image575.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image576.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image577.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image578.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image579.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image580.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image581.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image582.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image583.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image584.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image585.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image586.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image587.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image588.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image589.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image590.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image591.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image592.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image593.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image594.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image595.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image596.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image597.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image598.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image599.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image600.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image601.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image602.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image603.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image604.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image605.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image606.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image607.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image608.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image609.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image610.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image611.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image612.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image613.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image614.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image615.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image616.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image617.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image618.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image619.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image620.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image621.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image622.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image623.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image624.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image625.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image626.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image627.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image628.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image629.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image630.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image631.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image632.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image633.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image634.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image635.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image636.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image637.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image638.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image639.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image640.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image641.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image642.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image643.jpg	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image644.jpg	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image645.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image646.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image647.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image648.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image649.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image650.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image651.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image652.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image653.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image654.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image655.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image656.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image657.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image658.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image659.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image660.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image661.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image662.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image663.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image664.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image665.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image666.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image667.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image668.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image669.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image670.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image671.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image672.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image673.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image674.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image675.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image676.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image677.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image678.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image679.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image680.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image681.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image682.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image683.jpg	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image684.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image685.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image686.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image687.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image688.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image689.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image690.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image691.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image692.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image693.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image694.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image695.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image696.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image697.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image698.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image699.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image700.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image701.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image702.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image703.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image704.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image705.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image706.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image707.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image708.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image709.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image710.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image711.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image712.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image713.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image714.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image715.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image716.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image717.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image718.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image719.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image720.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image721.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image722.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image723.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image724.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image725.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image726.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image727.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image728.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image729.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image730.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image731.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image732.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image733.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image734.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image735.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image736.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image737.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image738.jpg	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image739.jpg	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image740.jpg	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image741.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image742.jpg	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
/remote-home/chenyitong/PJ_original_dataset/multilabel_modified/images/image743.jpg	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
